Name,Artist,Topic,Lyrics
One four love,Hip Hop for Respect,Racism,"Yo, you sent out the signal right? And this is what happened The voice of Hip Hop got heard Never compromised This is how we put it down, c'mon! Throughout my thug life, I've seen the most trife Like toast lightin' over the role of dice Flash your whole life when killers on a heist Sold them tight, get poltergeisted over the bowl of Christ Who pulled the slice from cats aiming gats at shoulder height Told you, right? G be the one that come and hold the mic And aim it at the whole vice squad that's out patrolling nights Rollin' like every prototype *nigga* was Dolomite One man be cold as ice. Inside his gun hand, he holds for life This for those who pose in they grave Waitin' for they peace when the law misbehave I say we fall deep, watch 'em walk the beat Like, ""You can't cross streets""—make 'em all retreat (Now) Judges and the jury be a little too acquainted Ending up defendants when we 'sposed to be the plaintiffs Laugh now cause soon the thrill stops When heads get it on and start to kill cops I'm sober, they pulled me over What I do, yo? (what we do, yo?) Po-po go, ""I'm drivin' too slow"" (cool, yo) Eyes tourin' them, explorin' them (damn) Four of 'em—that's why I'm ignorin' them (uh-oh) Think quick, brain like King Skip Before they bring this to some Rodney King *shit* (Forget them fools) Naw, make no sudden moves They reachin' for they tools (let's move) You buggin', dubes Kirk, you ran the stop? (nah) Word, them pigs frontin' (uh) Yo, tell like you tell 'em cousin—we ain't did nothin' All they see is three blacks in a jeep with seats back Lookin' for G-packs, how the blood dog can eat that They thirstin' for a reason to blast, you can't peep that Gats and a badge to match—you can't beat that, so bounce 'em My people unite and let's all get down We gotta have what? Love, peace, and understandin' One god, one love, one light One aim, one voice, one fight My people unite, hop up, and do it right We gotta have what? Love, peace, and understandin' One god, one love, one light One aim, one voice, one fight My people unite, hop up, and do it right Do it right ya'll, keep it tight ya'll Do it right ya'll, just do it Blood on my mans, destroying the fam' More soldiers die, another mother cries Anthony Baez, Eleanor Bumpurs, Diallo Let it keep happenin' and there's more to follow It's even deeper than that, penal shot in the back Forever we fight and cuss, but the world still adjust So many bullets just to stop one man Is that the plan? To leave us all dead in the street? I'm an opponent of violence Too many of my guys have become moments of silence Law takes lives and condone it through sirens And night sticks, I write quick hoping that I might hit somebody in the heart Like a arrow with her eyes on a sparrow Yo, I feel my people pain all in my bone marrow I'm tellin' Pharaoh to let my folks go Marcs is singin' to law like they background vocals Local, state, federal cops are being payed properly To protect the property, how can I just stand by Watch a man die for nothin' and not react The way we spit on this track is how we bustin' back Yo, I pimp slap 5-0 Get behind them and make them marks drive slow Yo, you wanna know how to improve on the quality of life? Try respectin' it; step in my zone with that madness And I'm checking it Cops, they transport me from Long island to Medina With they *fucked* up demeanor Dreamin' of stickin' it to me like Abner Louima Pharoahe slash el-Hajj Malik Shabazz in the flesh With plans of retaliations for you coward *ass* God, please allow me to preach for him A voiceless man through a spirit—I speak for him Step to city hall, for delf, do it for dolo With visions of cops inside the Public Enemy logo All that schemin' and plottin' The young absorb like cotton Especially in my city where the poor steady rottin' and You would thought 5-0 would cut it all short But they play the biggest part in the art of livin' wrong In our land, cops guns clap more than hands As if we don't deserve what they here to preserve We just tryna do it right in these boroughs that we reppin' in Why they tryna fill us with more lead than Zeppelin? My people unite and let's all get down We gotta have what? Love, peace, and understandin' One god, One love, One light One aim, One voice, One fight My people unite and let's all get down We gotta have what? Love, peace, and understandin' One god, One love, One light One aim, One voice, One fight My people unite and let's all get down We gotta have what? Love, peace, and understandin' One god, One love, One light One aim, One voice, One fight My people unite and let's all get down We gotta have what? Love, peace, and understandin' One god, One love, One light One aim, One voice, One fight"
Police State,dead Prez,Racism,"You have the emergence in human society Of this thing that's called the State What is the State? The State is this organized bureaucracy It is the police department It is the Army, the Navy It is the prison system, the courts, and what have you This is the State, it is a repressive organization But the state and gee, well, you know You've got to have the police, 'cause If there were no police, look at what you'd be doing to yourselves! You'd be killing each other if there were no police! But the reality is The police become necessary in human society Only at that junction in human society Where it is split between those who have and those who ain't got I throw a Molotov cocktail at the precinct You know how we think Organize the hood under I-Ching banners Red, Black and Green instead of gang bandanas F.b.i. Spyin' on us through the radio antennas And them hidden cameras in the streetlight watchin' society With no respect for the people's right to privacy I'll take a slug for the 'cause like Huey P. While all you fake niggas try to copy Master P I want to be free to live, able to have what I need to live Bring the power back to the street, where the people live We sick of workin' for crumbs and fillin' up the prisons Dyin' over money and relyin' on religion for help We do for self like ants in a colony Organize the wealth into a socialist economy A way of life based off the common need And all my comrades is ready, we just spreadin' the seed The average Black male Live a third of his life in a jail cell 'Cause the world is controlled by the white male And the people don't never get justice And the women don't never get respected And the problems don't never get solved And the jobs don't never pay enough So the rent always be late, can you relate? We livin' in a police state No more bondage No more political monsters No more secret space launchers Government departments started it in the projects Material objects, thousands up in the closets Could've been invested in a future for my comrades Battle contacts, primitive weapons out in combat Many never come back Pretty niggas be runnin' with gats Rather get shot in they back than fire back We tired of that, corporations hirin' blacks Denyin' the facts, exploitin' us all over the map That's why I write the shit I write in my raps It's documented, I meant it Every day of the week, I live in it, breathin' it It's more than just fuckin believin' it I'm holdin' them ones, rollin' up my sleeves an' shit It's cee-lo for push-ups now, many headed for one conclusion Niggas ain't ready for revolution The average Black male Live a third of his life in a jail cell 'Cause the world is controlled by the white male And the people don't never get justice And the women don't never get respected And the problems don't never get solved And the jobs don't never pay enough So the rent always be late, can you relate? We livin' in a police state"
Juice (know the ledge),Rakim and Eric B.,Racism,"Sip the juice I got enough to go around, And the thought takes place uptown I grew up on the sidewalk where I learned street talk, And then taught to hawk New York I go to Queens for queens to get the crew from Brooklyn, Make money in Manhattan and never been tooken, Go Uptown and the Bronx to boogie down, Get strong on the Island, recoup, and lay around Time to build my juice back up Props back up, suckers get smacked up Don't doubt the clout, you know what I'm about Knocking niggas off, knocking niggas out Shaking em up, waking em up Raking em up, breaking em up Standing on shaky grounds too close to the edge Let's see if I know the ledge Corners trifling cause Shorty's here I get cock d liffin' forty's of beer Here's a sip for the crew that's deceased, If I get revenge, then they rest in peace. Somebody's got to suffer, I just might spare one And give a brother a fair one Stay alert and on p's And I do work with these like Hercules, Switch to southpaw, split your right jaw 'Cause I don't like y'all, I'm hype when night fall. Smooth but I move like an army Bulletproof down in case brothers try to bomb me, Putting brothers to rest like Elliot ness 'Cause I don't like stress Streets ain't a place for innocent bystanders to stand Nutting's gonna stop the plan I'll chill like Pacino, kill like DeNiro Black Gambino, die like a hero Living on shaky grounds too close to the edge Let's see if I know the ledge Shells lay around on the battleground Dead bodies are found throughout the town Tried to put shame in my game to make a name Imma put it on a bullet, put it in your brain. Rip the block like a buckshot, Who cares where it goes, just keep the casket closed, No remorse when a life is lost I paid my dues, paid the cost And my pockets are still fat, Wherever I'm at, I get the welcome mat Even if my crew steep with one deep I attract attention, people like to peep So come say hi to the badguy Don't say goodbye, I don't plan to die 'Cause I get loose and I got troops And crazy juice! In control of many like Ayatollah Khomeini Hang out wit Smith and Wesson, don't try to play me I'm at war alot, like Anwar Sadat But no warning shot, my gun is warm alot When I cook beef, the smoke will never clear, Areas in fear but this here's a fear Living life too close to the edge Hoping that I know the ledge A brand new morn, no time to yawn Showers on, powers on Late for school, I catch the train Girls sip Cristal and whisper my name I push up like an exercise, Check the intellect and inspect the thighs Select the best one, pull her to the side Keep her occupied for the rest of the ride Read my resume she's know I'm 'ready cool Just meet me after school, We can moan and groan until your mom come home, And you be calling me Al dope Capone. Sweatin' me, she didn't want to let me loose Come get me, that's if you want to sip the juice Cause the streets await me, so I take my gun off safety Cause alot of niggas hate me Coming out of the building, they set me up Sprayed wit automatics, they wet me up In a puddle of blood, I lay close to the edge I guess I didn't know the ledge"
A Song for Assasta,Common,Racism,"In the Spirit of God In the Spirit of the Ancestors In the Spirit of the Black Panthers In the Spirit of Assata Shakur We make this movement towards freedom For all those who have been oppressed, and all those in the struggle Yeah, yo, check it There were lights and sirens, gunshots firing Cover your eyes as I describe a scene so violent Seemed like a bad dream, she laid in a blood puddle Blood bubbled in her chest, cold air brushed against open flesh No room to rest, pain consumed each breath Shot twice wit her hands up Police questioned but shot before she answered One Panther lost his life, the other ran for his Scandalous the police were as they kicked and beat her Comprehension she was beyond, tryin' to hold on To life. She thought she'd live with no arm That's what it felt like, got to the hospital, eyes held tight They moved her room to room-she could tell by the light Handcuffed tight to the bed, through her skin it bit Put guns to her head, every word she got hit ""Who shot the trooper?"" they asked her Put mace in her eyes, threatened to blast her Her mind raced till things got still Opened her eyes, realized she's next to her best friend who got killed She got chills, they told her, that's where she would be next Hurt mixed wit anger-survival was a reflex They lied and denied visits from her lawyer But she was building as they tried to destroy her If it wasn't for this German nurse they would of served her worse I read this sister's story, knew that it deserved a verse I wonder what would happen if that would of been me? All this shit so we could be free, so dig it, y'all I'm thinkin' of Assata, yes Listen to my Love, Assata, yes Your Power and Pride is beautiful May God bless your Soul It seemed like the middle of the night when the law awakened her Walkie-talkies crackling, I see 'em when they taking her Though she kinda knew, What made the ride peaceful was the trees and the sky was blue Arrived to Middle-sex Prison about six inna morning Uneasy as they pushed her to the second floor in A cell, one cot, no window, facing hell. Put in the basement of a prison wit all males And the smell of misery, seat-less toilets and centipedes She'd exercise, (paint?, ) and begin to read Two years in a hole. Her soul grew weak Away from people so long she forgot how to speak She discovered freedom is a unspoken sound And a wall is a wall and can be broken down Found peace in the Panthers she went on trial with One of the brothers she had a child with The foulness they would feed her, hopin she's lose her seed Held tight, knowing the fight would live through this seed In need of a doctor, from her stomach she's bleed Out of this situation a girl was conceived Separated from her, left to mother the Revolution And lactated to attack hate Cause federal and state was built for a Black fate Her emptiness was filled with beatings and court dates They fabricated cases, hoping one would stick And said she robbed places that didn't exist In the midst of threats on her life and being caged with Aryan whites Through dark halls of hate she carried the light I wonder what would happen if that would of been me? All of this shit so we could be free. Yeah, I often wonder what would happen if that would f been me? All of this shit so we could be free, so dig it, people I'm thinkin' of Assata, yes Listen to my Love, Assata, yes Your Power and Pride is beautiful May God bless your Soul Yo From North Carolina her grandmother would bring News that she had had a dream Her dreams always meant what they needed them to mean What made them real was the action in between She dreamt that Assata was free in they old house in Queens The fact that they always came true was the thing Assata had been convicted of a murder she couldna done Medical evidence shown she couldna shot the gun It's time for her to see the sun from the other side Time for her daughter to be by her mother's side Time for this Beautiful Woman to become soft again Time for her to breathe, and not be told how or when She untangled the chains and escaped the pain How she broke out of prison I could never explain And even to this day they try to get to her But she's free with political asylum in Cuba. I'm thinkin' of Assata, yeah Listen to my Love, Assata, yeah We're molded from the same mud, Assata We share the same Blood, Assata, yeah Your power and pride, so beautiful May God bless your soul Your power and pride, so beautiful May God bless your soul Freedom! You askin' me about freedom Asking me about freedom? I'll be honest with you I know a whole more about what freedom isn't Than about what it is, cause I've never been free I can only share my vision with you of the future About what freedom is Uh, the way I see it Freedom is, is the right to grow, is the right to blossom Freedom is is the right to be yourself, to be who you are To be who you want to be, to do what you want to do"
The Ghetto,Too Short,Racism,"Talking 'bout the ghetto Funky, funky ghetto Trying to survive Trying to stay alive The ghetto The ghetto (talking 'bout the ghetto) The ghetto (hmm) The ghetto (funky, funky ghetto) Even though the streets are bumpy, lights burned out Dope fiends die with a pipe in their mouths Old school buddies not doing it right Every day it's the same And it's the same every night I wouldn't shoot you, bro, but I'd shoot that fool If he played me close and tried to test my cool Every day I wonder just how I'll die Only thing I know is how to survive There's only one rule in the real world And that's to take care of you, only you and yours Keep dealing with the hard times day after day Might deal me some dope, but then crime don't pay Black man tried to break in my house again Thought he got off the dope doing time in the pen Even though my brothers do me just like that I get a lot of love so I'm giving it back to the ghetto The ghetto (talking 'bout the ghetto) The ghetto (funky, funky ghetto) The ghetto (trying to live our lives) The ghetto (won't ya tell 'em 'bout it, Too $hort?) So just peep the game and don't call it crap 'Cause to me, life is one hard rap Even though my sister smoked crack cocaine She was nine months pregnant, ain't nothing changed 600 million on a football team And her baby died just like a dope fiend The story I tell is so incomplete Five kids in the house, no food to eat Don't look at me and don't ask me why Mama's next door getting high Even though she's got five mouths to feed She'd rather spend her money on a H-I-T I always tell the truth about things like this I wonder if the mayor overlooked that list Instead of adding to the task force, send some help Waiting on him, I'd better help myself Housing authority and the O.P.D All these guns just to handle me in the ghetto The ghetto (people are dying) The ghetto (children are crying) The ghetto (don't have enough to eat) The ghetto (don't even have shoes on their feet) The ghetto Even though they put us down and call us animals We make real big banks and buy brand new clothes Drive fancy cars, make love to stars Never really saying just who we are We use alias names like Too $hort Sell you stuff you might kill for Young kids grow up and that's all they know Didn't teach him in school, now he's slangin' dope Only thing he knows is how to survive But will he kill another brother before he dies? In the ghetto, you keep one eye open All day long, just hoping and hoping You can pay your bills and not drink too much Then the problems of life you'll be throwing up Like me, but you don't see Ten years from now, where will you be? The ghetto (talking 'bout the ghetto) Trying to get out of the ghetto The ghetto (talking 'bout the ghetto) But I got no place to go The ghetto (talking 'bout the ghetto) Trying to survive in the heart of the ghetto The ghetto (talking 'bout the ghetto) Ha, 'cause that's the only place that I know So much game in a Too $hort rap Can't be white and whites can't be black Why you wanna act like someone else? All you gotta do is just be yourself We're all the same color underneath Short dog is in the house you'd better listen to me Never be ashamed of what you are Proud to be black, stand tall at heart Even though some people give you no respect Be intelligent, when you put 'em in check 'Cause when you're ignorant, you get treated that way And when they throw you in jail, you got nothing to say So if you don't listen, it's not my fault I'll be getting paid and you'll be paying the cost Sitting in the jailhouse, running your mouth While me and my people try to get out The ghetto (talking 'bout the ghetto) Talking 'bout the ghetto The ghetto (talking 'bout the ghetto) Funky, funky ghetto The ghetto (talking 'bout the ghetto) Trying to survive The ghetto (talking 'bout the ghetto) Trying to stay alive The ghetto (talking 'bout the ghetto) Funky, funky ghetto The ghetto (talking 'bout the ghetto) Got no place else to go The ghetto (talking 'bout the ghetto) Trying to stay alive The ghetto (talking 'bout the ghetto) Source: Musixmatch"
5th Ward,Raheem,Racism,"I'm one bad muthafucka out the Nickel If a boy think he rough enough, then tell him just step Cause other than the Nickel, I ain't seen a man rough enough To do the shit the niggas out the Nickel do, yet Like in the Nickel ain't a night without gunshots 9mm's and them Uzis ain't shit You better be prepared to shoot a gang of muthafuckas Cause them niggas out the Nickel just love to click And fuck a pussy up until a pussy can't see straight Hear straight, walk straight, do shit straight And brothers out the Ward'll kill a man with the quickness Drive through South Park, you need a jimmy jam-plate What them boys know bout 5th Ward? Huh, what them boys know bout 5th Ward? (Ghetto dope) (5th Ward) (5th Ward) (5th Ward bass) A lot of ignorant muthafuckas out of 5th Ward'll Deal with petty crime, and maybe snatch a bitch purse You're probably sayin, ""How you still livin to tell the story?"" When you live in the jungle, you learn to shoot a man first And I'm a nigga quick to shoot a nigga when his guard's down Fuck that other shit, let me regret it when I'm done Fuckin with the beat, to tell the truth, is kinda dangerous Cause ever since a kid I never really caught one I learned to shoot, let go if muthafuckas triple-crossed me Never trust a bitch and learned to juggle cocaine Keep a nigga's ass off of Liberty and Waco Cause that right there's a corner the hardrock claim Now many say that they done come up out of 5th Ward Mingled with the roughest, and the toughest, and the best If ever there's a nigga who you think ain't out of 5th Ward I'm a show you how you put his ass to a test Ask him where he from, and if he stutter, he a lyin ass Brothers out the Nickel don't forget where they from Ain't a bitch that a 5th Ward man ain't fucked Ain't a muthafuckin crime his ass ain't done Anytime you see em, that's a set of ex-convicts Who plan to go back in it anytime, it's just when A.K.-47 in the trunk with a Magnum Bitch, you better run, because your ass can't win What them boys know bout 5th Ward? Now everybody know that 5th Ward's where I come from So I'ma show a 4th Ward nigga where it'is at Anytime he ready for the war, come check me I walk by myself, and I don't look over my back Cause who and all your posse and your friends and your family Ain't never gon' be ready for the wrath of the king So you and all your dancers that you call your little lynch mob Ain't even got no business with your ass in the ring Now [name], that's my boy and I respect him like a brother Anybody try to diss him, in some deep, deep shit I'm the first muthafucka with a record out of Houston And last muthafucka you should want to fuck with At heart I'm still a Geto Boy, trigger-happy nigga With the love for 'making trouble', and the hate for a snitch Known to take your money, take your life, and take your jewelry So how you gonna play me when you look like you would bitch? What them boys know bout 5th Ward?"
Punks jump up to get beat down,Brand Nubian,Racism,"The attribute haji helper to another god in need He allah god islam As i proceed to civilize the uncivilized Word to wisdom from the groove to the wise I guess i'm like the verbalizer for the fact i'm moving blackwards This asiatic black man is a dog spelled backwards The maker, the owner, the cream of the planet earth Father of civilization, god of the universe Manifesting thought with my infinite styles Making sure this travels only 23 million miles The other six i set the crucifix Cause the heart of the problem is this: Preacher got my aunt to put money in the pan For the rest of the week now i'm eating out of soup cans He has a home, drives a caddy through town Has my old earth believing that he's coming from the ground (jesus) Slain were those who fought for what was right Slayed are those who fell victim to the bite Of drugs, controlled substances contained in a vial Set up by the devil as he looks and he smiles Good at the game of tricknology But i have knowledge of myself you're not fooling me You see, the answer to me is black unity Unification to help our bad situation I wrote this on the day of wisdom power All being born to myself I won't diss the next brother to be paid that's not my trade It's just the planet is designed by the colored man Now our babies are born to think this is the way of us (way of us) That's the way the devil wants it so it is no fuss (it is no fuss) It's just that sad old song self-destruction To stop our reproduction And put our wisdom before us (murderer) That makes it wisdom knowledge (murderer) So we need knowledge wisdom to bring forth the understanding (murderer) Culture freedom (murderer) Power refinement (murderer) Equality god build destroy born za cipher (muderer) No, not nowaday bro (Do you mean to say the devil fooled us 400 years ago?) Lack of self or traitors mating interpretations (??) Saying did we receive more gold for our labor in this nation Did we receive more gold? Nah-cipher It's time to drop the bomb and make the devil pay the piper True indeed god true indeed hajj (lack of self) x2 True indeed god true indeed Wake up wake up wake up (come on) Wake up wake up wake up (i want you to listen to me) Wake up wake up wake up (come on now) Wake up wake up wake up (bust it) The solution: knowledge of self to better ourself Cause i know myself that we can live much better than this Nothing's changed, it's just another sequel The devil's still causing trouble amongst the righteous people Drugs in our community (that ain't right) Can't even get a job (that ain't right) Poisoning our babies (that ain't right) Lying who is god (that ain't right) Now here's some food for thought Many fought for the sport And the black man still comes up short It's time to motiviate, build and elevate Blind deaf and dumb we've got to change their mindstate So i dip dip dive-a Civilize a 85er Gotta let him know the devil's a conniver This is the plan from the brotherman From the motherland now it's time to take a stand I keep to striving to do my duty to awaken To the universal family i say a salaam alakum (Reggae chatter) Yeah Now i've gotta give a shout to my brand nubian brothers Lord jamar, god allah Derrick x is on the flex Alamo is good to go Sincere, the god is in here Move on black man move on We gotta move on black man move on x3 Yeah Now i gotta give a shout out to the sd 50's Putting this in effect I'm gonna say like this before i motivate Please educate allah's children with equality"
Erase Racism,Kool G ,Racism,"Yo V, bring that beat in Yeah that's aight Ahhh man! Yo G, yo Kool G, yo I'm doin this right here We got Big Daddy Kane over there We all gonna do just one part Because you know, we came a long way You know, from back in Martin Luther King days, Malcolm X [Ain't hard to tell] You know, now now that we see Nelson N-Nelson Mandela's free We gonna talk about this, is e gonna talk about this racism Stop that, you know what I'm sayin', we gonna stop that So G, why don't you just do your rhymin' part, and then I'll come on after you (Aight, check it out, here we go, yo) I'm tryin' hard to explore, I'm not sure What all the racial war for It's makin' me more sore I walk through a color blind corridor Seekin', for peace in the people I'm meetin' Black white and Puerto-Rican men are greetin' each other Just like brothers, there's plenty and many of others You can discover, kids fathers and mothers A meltin' pot, no one felt they got prejudice Listen I could never assist someone diss this A landscape, with a dark and a light handshake Havin' fun, without one bein a fake snake So let's form a rainbow over the mountain And let's drink from the same water fountain Let's make our Earth Day a story of People that walk through the same territories Color or creed, is no need for a man to bleed I believe, we all breathe the same seed Unless it's diluted, for somethin' to intrude it Then I see your family tree was uprooted So don't be foolish if you're Jewish or Hindu The racial manual is the evil that men do I was raised in a nation of Asian Hate shouldn't separate Jamaican from Haitian So if you're givin' in your ears I hope your hear me and Siberian's no better than Nigerian I bring a rattle to a battle that you see me in I'm no villain so why would I be killin' Indians My nationality's reality And yo a prejudiced man is of a devil mentality These are words of a wise man, wisdom Take a taste and erase the racism The ink is black, the page is white Together we learn how to read and write People are black, got people that's white LYo V, bring that beat in Yeah that's aight Ahhh man! Yo G, yo Kool G, yo I'm doin this right here We got Big Daddy Kane over there We all gonna do just one part Because you know, we came a long way You know, from back in Martin Luther King days, Malcolm X [Ain't hard to tell] You know, now now that we see Nelson N-Nelson Mandela's free We gonna talk about this, is he gonna talk about this racism Stop that, you know what I'm sayin', we gonna stop that So G, why don't you just do your rhymin' part, and then I'll come on after you (Aight, check it out, here we go, yo) I'm tryin' hard to explore, I'm not sure What all the racial war for It's makin' me more sore I walk through a color blind corridor Seekin', for peace in the people I'm meetin' Black white and Puerto-rican men are greetin' each other Just like brothers, there's plenty and many of others You can discover, kids fathers and mothers A meltin' pot, no one felt they got prejudice Listen I could never assist someone diss this A landscape, with a dark and a light handshake Havin' fun, without one bein' a fake snake So let's form a rainbow over the mountain And let's drink from the same water fountain Let's make our Earth Day a story of People that walk through the same territories Color or creed, is no need for a man to bleed I believe, we all breathe the same seed Unless it's diluted, for somethin' to intrude it Then I see your family tree was uprooted So don't be foolish if you're Jewish or Hindu The racial manual is the evil that men do I was raised in a nation of Asian Hate shouldn't separate Jamaican from Haitian So if you're givin' in your ears I hope your hear me and Siberian's no better than Nigerian I bring a rattle to a battle that you see me in I'm no villain so why would I be killin' Indians My nationality's reality And yo a prejudiced man is of a devil mentality These are words of a wise man, wisdom Take a taste and erase the racism The ink is black, the page is white Together we learn how to read and write People are black, got people that's white Let's stop racism, and, let's unite (Yo yo Kane, why don't you do your part and then let me do mine . And then we get outta here go head, bet) In the days of slavery Some got to run away and many got done away Inferiority is what some men say But that shit played out with Kunta Kinte Then again in the streets of New York I think of Yusef Hawkins, and I see you're still stalkin' And when I think of barriers like Bensonhurst Huh, notice how I mentioned hearse We got to better this world of prejudice People, make peace, and learn to live equal 'Cause I don't look at myself as a Coon or a mooley that would have to say massa You better believe that I'm an Asiatic descendant And I know what's been amended and intended So let's fulfill and get real, and try to build A united nation, eliminate segregation I know there's different strokes for different folks But I've also acknowledged what hatred provokes So don't hate me or try to underrate me Cause I collect ends drive a Benz and live greatly And we can all live together in harmony Without thinkin' what color is harmin' me If I'm a slave I'm a slave to the rhythm To E-R-A-S-E the racism To the black and the white The red and the yellow To all the nationalities I'd like to say hello And I hope they stop racism and it's comin' from our hearts Me, Kool G Rap, Polo, Big Daddy Kane, Cool V, and of course The Diabolical Bizmarkie I hope ya stop racism Peace (Yo yo Kane, why don't you do your part And then let me do mine and then we get outta here Go ahead, bet) In the days of slavery Some got to run away and many got done away Inferiority is what some men say But that shit played out with Kunta Kinte Then again in the streets of New York I think of Yusef Hawkins, and I see you're still stalkin' And when I think of barriers like Bensonhurst Huh, notice how I mentioned hearse We got to better this world of prejudice People, make peace, and learn to live equal 'Cause I don't look at myself as a Coon or a mooley that would have to say massa You better believe that I'm an Asiatic descendant And I know what's been amended and intended So let's fulfill and get real, and try to build A united nation, eliminate segregation I know there's different strokes for different folks But I've also acknowledged what hatred provokes So don't hate me or try to underrate me Cause I collect ends drive a Benz and live greatly And we can all live together in harmony Without thinkin what color is harmin me If I'm a slave I'm a slave to the rhythm To E-R-A-S-E the racism To the black and the white The red and the yellow To all the nationalities I'd like to say hello And I hope they stop racism and it's comin' from our hearts Me, Kool G Rap, Polo, Big Daddy Kane, Cool V, and of course The Diabolical Bizmarkie I hope ya stop racism Peace"
Bin Laden,DJ Green,Racism,"Man, you hear this bullshit they be talkin' Every day, man It's like these motherfuckers is just like professional liars YouknowwhatI'msayin? It's wild Listen Bin Laden didn't blow up the projects It was you, nigga Tell the truth, nigga (Bush knocked down the towers) Tell the truth, nigga (Bush knocked down the towers) Tell the truth, nigga Bin Laden didn't blow up the projects It was you, nigga Tell the truth, nigga (Bush knocked down the towers) Tell the truth, nigga (Bush knocked down the towers) I pledge no allegiance, nigga fuck the president's speeches I'm baptized by America and covered in leeches The dirty water that bleaches your soul and your facial features Drownin' you in propaganda that they spit through the speakers And if you speak about the evil that the government does The Patriot Act'll track you to the type of your blood They try to frame you, and say you was tryna sell drugs And throw a federal indictment on niggaz to show you love This shit is run by fake Christians, fake politicians Look at they mansions, then look at the conditions you live in All they talk about is terrorism on television They tell you to listen, but they don't really tell you they mission They funded Al-Qaeda, and now they blame the Muslim religion Even though Bin Laden, was a CIA tactician They gave him billions of dollars, and they funded his purpose Fahrenheit 9/11, that's just scratchin' the surface Bin Laden didn't blow up the projects It was you, nigga Tell the truth, nigga (Bush knocked down the towers) Tell the truth, nigga (Bush knocked down the towers) Tell the truth, nigga Bin Laden didn't blow up the projects It was you, nigga Tell the truth, nigga (Bush knocked down the towers) Tell the truth, nigga (Bush knocked down the towers) They say the rebels in Iraq still fight for Saddam But that's bullshit, I'll show you why it's totally wrong Cuz if another country invaded the hood tonight It'd be warfare through Harlem, and Washington Heights I wouldn't be fightin' for Bush or White America's dream I'd be fightin' for my people's survival and self-esteem I wouldn't fight for racist churches from the south, my nigga I'd be fightin' to keep the occupation out, my nigga You ever clock someone who talk shit, or look at you wrong? Imagine if they shot at you, and was rapin' your moms And of course Saddam Hussein had chemical weapons We sold him that shit, after Ronald Reagan's election Mercenary contractors fightin' a new era Corporate military bankin' off the war on terror They controllin' the ghetto, with the failed attack Tryna distract the fact that they engineerin' the crack So I'm strapped like Lee Malvo holdin' a sniper rifle These bullets'll touch your kids, and I don't mean like Michael Your body be sent to the morgue, stripped down and recycled I fire on house niggaz that support you and like you Cuz innocent people get murdered in the struggle daily And poor people never get shit and struggle daily This ain't no alien conspiracy theory, this shit is real Written on the dollar underneath the Masonic seal"
The Story of OJ,Jay-Z,Racism,"Light nigga, dark nigga, faux nigga, real nigga Rich nigga, poor nigga, house nigga, field nigga Still nigga, still nigga I like that second one Light nigga, dark nigga, faux nigga, real nigga Rich nigga, poor nigga, house nigga, field nigga Still nigga, still nigga O.J. like, ""I'm not black, I'm O.J."" ...okay House nigga, don't fuck with me I'm a field nigga, go shine cutlery Go play the quarters where the butlers be I'ma play the corners where the hustlers be I told him, ""Please don't die over the neighborhood That your mama rentin' Take your drug money and buy the neighborhood That's how you rinse it"" I bought every V12 engine Wish I could take it back to the beginnin' I coulda bought a place in Dumbo before it was Dumbo For like 2 million That same building today is worth 25 million Guess how I'm feelin'? Dumbo Light nigga, dark nigga, faux nigga, real nigga Rich nigga, poor nigga, house nigga, field nigga Still nigga, still nigga Light nigga, dark nigga, faux nigga, real nigga Rich nigga, poor nigga, house nigga, field nigga Still nigga, still nigga You wanna know what's more important than throwin' away money at a strip club? Credit You ever wonder why Jewish people own all the property in America? This how they did it Financial freedom my only hope Fuck livin' rich and dyin' broke I bought some artwork for one million Two years later, that shit worth two million Few years later, that shit worth eight million I can't wait to give this shit to my children Y'all think it's bougie, I'm like, it's fine But I'm tryin' to give you a million dollars worth of game for $9.99 I turned that 2 to a 4, 4 to an 8 I turned my life into a nice first week release date Y'all out here still takin' advances, huh? Me and my niggas takin' real chances, uh Y'all on the 'Gram holdin' money to your ear There's a disconnect, we don't call that money over here, yeah Light nigga, dark nigga, faux nigga, real nigga Rich nigga, poor nigga, house nigga, field nigga Still nigga, still nigga Light nigga, dark nigga, faux nigga, real nigga Rich nigga, poor nigga, house nigga, field nigga Still nigga, still nigga"
