Name,Artist,Topic,Lyrics
Reagan,Killer Mike,Racism,"Our government has a firm policy not to capitulate to terrorist demands That no-concessions policy remains in force Despite the wildly speculative and false stories about arms for hostages And alleged ransom payments, we did not, repeat Did not trade weapons or anything else for hostages, nor will we The ballot or the bullet, some freedom or some bullshit Will we ever do it big, or just keep settlin' for li'l shit? We brag on having bread, but none of us are bakers We all talk having greens, but none of us own acres If none of us own acres, and none of us grow wheat Then who will feed our people when our people need to eat? So it seems our people starve from lack of understanding 'Cause all we seem to give them is some ballin' and some dancin' And some talkin' about our car and imaginary mansions We should be indicted for bullshit we inciting Handin' children death and pretendin' it's excitin' We are advertisements for agony and pain We exploit the youth, we tell them to join a gang We tell them dope stories, introduce them to the game Just like Oliver North introduced us to cocaine In the 80s when the bricks came on military planes A few months ago, I told the American people I did not trade arms for hostages My heart and my best intentions still tell me that's true But the facts and the evidence tell me it is not The end of the Reagan Era, I'm like 'leven, twelve, or Old enough to understand that shit'd changed forever They declared the war on drugs, like a war on terror But what it really did was let the police terrorize whoever But mostly black boys, but they would call us ""niggers"" And lay us on our belly, while they fingers on they triggers They boots was on our head, they dogs was on our crotches And they would beat us up if we had diamonds on our watches And they would take our drugs and moneys, as they pick our pockets I guess that that's the privilege of policin' for some profits But thanks to Reaganomics, prison turned to profits 'Cause free labor's the cornerstone of US economics 'Cause slavery was abolished, unless you are in prison You think I am bullshittin', then read the 13th Amendment Involuntary servitude and slavery it prohibits That's why they givin' drug offenders time in double digits Ronald Reagan was a actor, not at all a factor Just an employee of the country's real masters Just like the Bushes, Clinton, and Obama Just another talking head telling lies on teleprompters If you don't believe the theory, then argue with this logic Why did Reagan and Obama both go after Qaddafi? We invaded sovereign soil, going after oil Taking countries is a hobby paid for by the oil lobby Same as in Iraq and Afghanistan And Ahmadinejad say they coming for Iran They only love the rich, and how they loathe the poor If I say any more they might be at my door (Shh...) Who the fuck is that staring in my window? Doing that surveillance on Mr. Michael Render I'm dropping off the grid before they pump the lead I leave you with four words: I'm glad Reagan dead Ronald Wilson Reagan Ronald Wilson Reagan Ronald (6) Wilson (6) Reagan (6) Ronald (6) Wilson (6) Reagan (666)"
The Point of No Return,Geto Boys,Racism,"What if I learn to work your beat And fuck with you in the ways that you fuck with me And underline all y'all downfalls for ya Catch you fuckin' up and bring the pound down on ya Infect your neighbborhood with this drug called hate Ish out your income and control y'all fate Provide you motherfuckers with this shit that look cool And price it outta range to keep your ass outta school You don't work you don't eat you don't eat you don't sleep And then I got your ass upon these motherfuckin' streets Poising your own breed turning you from Jesus Get you out your faith and hit your ass with diseases And now you can't reproduce there goes your children Don't worry about you dying slow I'm a get to killin' And shot up your motherfuckin' dreams fromt he jump And hold you in the penitentiary like a punk But you can't do shit unless a motherfucker tell ya You ain't a motherfuckin' man niggayous a failure You wonder why I hate cha and I paint this picture? Cause the government is fucked up and I ain't that nigga So you can point the fingers at the motherfuckin' press Cause they be feeding me with all the shit that I address It ain't my motherfuckin' fault niggas ain't learnin' We in too deep and ain't no returnin' Willie D: Willie D is my motherfuckin' name Lettin' you hoes know is my motherfuckin' game You got a problem with the way I drop my bloww Bring it to the G to the motherfuckin' E to the O I'm a let you hoes know the deal You can't FUCK with Will, Face and Bill I got niggas fully strapped with lots of nuts And niggas in the back of ridah trucks Do I give a fuck about America? (FUCK NO!) Call me a patriot bitch I'm a buck yo, ass Right up your motherfuckin' shit creek She got some negativity with Willie D Well then let the bitch be Scarface: In the beginning motherfuckers pack straps Puttin' they eyes on any motherfuckers back You got out of line they hit your ass with the gat Let you die where you lay and left your ass for the rats that's how it was and I can see it all again motherfuckers goin' crazy Like they did when I was ten I'm goin' through the same shit that my daddy went through when he was 22 Now who, the fuck to blame for the condition that we in Pursue the game or end up back up off my shit again It's kind of easy how we make your choice We go to ghetto tactic labratorites providing ? Well anyways that's how I seen it then But now I realize white collar criminals had to bring it in And now I go against my own kind With the mentallity that these niggas been after me a long time And if I'm caught up then I'm OUTTA HERE But if you caught up you outta here And then you wonder what we learned while we've been trapped here We figured out how to adapt here Willie D: Edgar Hoovar I wwish you wasn't dead So I could put a bullet in your motherfuckin' head Goddamn faggot motherfuckin' drag queen I know you put the hit on Martin Luther King And Fred Hampton, Malcom and the others You red neck punk motherfucker Bob Dole keep you motherfuckin' mouth shut Before a nigga beat your old ass up Jumpin' on the rap bandwagon ain't helpin' it You need to be concerned about the motherfuckin' deficit I'm the type of nigga throw a party when the flag burn I'm at the point of no return"
Sound of Da Police,KRS-One,Racism,"Woop-woop! That's the sound of da police! That's the sound of the beast! Stand clear! Don man a-talk You can't stand where I stand, you can't walk where I walk Watch out! We run New York Police man come, we bust him out the park I know this for a fact, you don't like how I act You claim I'm sellin' crack But you be doin' that I'd rather say ""see ya"" Cause I would never be ya Be a officer? You wicked overseer! Ya hotshot, want to get props and be a savior First show a little respect, change your behavior Change your attitude, change your plan There could never really be justice on stolen land Are you really for peace and equality? Or when my car is hooked up, you know you want to follow me Your laws are minimal Cause you won't even think about lookin' at the real criminal This has got to cease Cause we be getting hyped to the sound of da police! Woop-woop! That's the sound of da police! That's the sound of the beast! Now here's a likkle truth Open up your eye While you're checking out the boom-bap, check the exercise Take the word ""overseer, "" like a sample Repeat it very quickly in a crew for example Overseer Overseer Overseer Overseer Officer, Officer, Officer, Officer! Yeah, officer from overseer You need a little clarity? Check the similarity! The overseer rode around the plantation The officer is off patrolling all the nation The overseer could stop you what you're doing The officer will pull you over just when he's pursuing The overseer had the right to get ill And if you fought back, the overseer had the right to kill The officer has the right to arrest And if you fight back they put a hole in your chest! (Woop!) They both ride horses After 400 years, I've got no choices! The police them have a little gun So when I'm on the streets, I walk around with a bigger one (Woop-woop!) I hear it all day Just so they can run the light and be upon their way Woop-woop! That's the sound of da police! That's the sound of the beast! Check out the message in a rough stylee The real criminals are the see-O-P You check for undercover and the one PD But just a mere Black man, them want check me Them check out me car for it shine like the sun But them jealous or them vexed cause them can't afford one Black people still slaves up til today But the Black police officer nah see it that way Him want a salary Him want it So he put on a badge and kill people for it My grandfather had to deal with the cops My great-grandfather dealt with the cops My great grandfather had to deal with the cops And then my great, great, great, great, when it's gonna stop?! Woop-woop! That's the sound of da police! That's the sound of the beast!"
Mathematics,Mos Def,Racism,"Yo, check it one for Charlie Hustle, two for Steady Rock Three for the fourth coming live, future shock It's five dimensions, six senses Seven firmaments of heaven to hell, 8 Million Stories to tell Nine planets faithfully keep in orbit With the probable tenth, the universe expands length The body of my text posses extra strength Power-lifting powerless up, out of this, towering inferno My ink so hot it burn through the journal I'm blacker than midnight on Broadway and Myrtle Hip-Hop past all your tall social hurdles Like the nationwide projects, prison-industry complex Working class poor better keep your alarm set Streets too loud to ever hear freedom ring Say evacuate your sleep, it's dangerous to dream But you chain cats get they CHA-POW, who dead now Killing fields need blood to graze the cash cow It's a number game, but shit don't add up somehow Like I got, sixteen to thirty-two bars to rock it But only 15% of profits, ever see my pockets like Sixty-nine billion in the last twenty years Spent on national defense but folks still live in fear like Nearly half of America's largest cities is one-quarter black That's why they gave Ricky Ross all the crack Sixteen ounces to a pound, twenty more to a ki A five minute sentence hearing and you no longer free 40% of Americans own a cell phone So they can hear, everything that you say when you ain't home I guess, Michael Jackson was right, ""You Are Not Alone"" Rock your hardhat black cause you in the Terrordome Full of hard niggas, large niggas, dice tumblers Young teens and prison greens facing life numbers Crack mothers, crack babies and AIDS patients Young bloods can't spell but they could rock you in PlayStation This new math is whipping motherfuckers ass You wanna know how to rhyme you better learn how to add It's mathematics ""The Mighty Mos Def"" ""It's simple mathematics"" ""Check it out!"" ""I revolve around science"" ""What are we talking about here?"" ""The Mighty Mos Def"" ""It's simple mathematics"" ""Check it out!"" ""I revolve around science"" ""What are we talking about here?"" ""Do your math"" (Repeat: x2) ""One.. t-t-two.. three, four"" ""What are we talking about here?"" Yo, it's one universal law but two sides to every story Three strikes and you be in for life, mandatory Four MC's murdered in the last four years I ain't trying to be the fifth one, the millennium is here Yo it's 6 Million Ways to Die, from the seven deadly thrills Eight-year olds getting found with 9 mill's It's 10 P.M., where your seeds at? What's the deal He on the hill puffin krill to keep they belly filled Light in the ass with heavy steel, sights on the pretty shit in life Young soldiers trying to earn they next stripe When the average minimum wage is $5.15 You best believe you gotta find a new ground to get cream The white unemployment rate, is nearly more than triple for black So front liners got they gun in your back Bubbling crack, jewel theft and robbery to combat poverty And end up in the global jail economy Stiffer stipulations attached to each sentence Budget cutbacks but increased police presence And even if you get out of prison still living Join the other five million under state supervision This is business, no faces just lines and statistics From your phone, your zip code, to S-S-I digits The system break man child and women into figures Two columns for who is, and who ain't niggas Numbers is hardly real and they never have feelings But you push too hard, even numbers got limits Why did one straw break the camel's back? Here's the secret The million other straws underneath it, it's all mathematics"
Sunshine,Pusha T,Racism,"I say hey, sunshine Oh how the day can be so long I say hey, sunshine Oh how the day can be so long America, you need a miracle Beyond spiritual I need a realer view I hold a mirror to it These ain't new problems, they just old ways I see one time turn sunshine into Freddie Gray Just another nigga dead, just another nigga dead Send another to the FEDs, send another to the FEDs Not guilty, still I'm filthy In FOX eyes, we the dark side So they tell you lies Through a TV, C-N-B-C C-N-N, Don Lemon, no Kweli when you meet me In order to be me You gotta see what Chief Keef see Brenda's baby next door to the candy lady Same project as Candy Man where they still doing hand-in-hands Sunday to Sunday, pastor only want one day Grandma praying someday But God can't hear it over gun play Woo! Still a target, but the badge is the new noose Yeah, we all see it, but cellphones ain't enough proof So we still lose I say hey, sunshine Oh how the day can be so long I say hey, sunshine Oh how the day can be so long I don't got no march in me, I can't turn the other cheek While they testing your patience, they just testing my reach Funeral flowers, every 28 hours Being laid over ours Sworn to protect and serve, but who really got the power? Looking over their allowances Building prisons where the mountains is Laptops is for the county kids Metal detectors is where ours is They'll never re-write this, like they re-wrote history The fact that the Statue of Liberty was black is a goddamn mystery And so it goes, every truth don't get told All these cops get cleared, and lives are stole Every goose don't lay gold whoa Just another nigga dead, just another nigga dead Send another to the FEDs, send another to the FEDs They call in the National Guard Public Enemy, I am Chuck D Flavor Flav in Louis V, but I'm Huey P Woo! The new elite, it's either you or me Let the sunshine, cause their dark clouds try to ruin me It's more and more and more than Baltimore From shore to shore, oh lord Patience torn, patience gone, oh lord I say hey, sunshine Oh how the day can be so long I say hey, sunshine Oh how the day can be so long"
Dont Shoot,Dave East,Racism,"I asked my cousin why they pulled him over He gave me a look as if he didn't know I had my basketball and my now and laters Ain't get along with my neighbors, I was a rough kid Hearing sirens through my window Them blue and red lights kept me up at night I couldn't get enough of life I seen this kid get arrested in the park He was screaming he ain't do it They ain't even let him talk I ain't understand I'm like 10 blowing in the wind Tryna find a park to go play, I don't know the drama I ask my mama what do police do? She told me stay up out they way Go to school and get good grades One day I'm walking in my building and they stopped me Told me I looked just like this kid that did a robbery And I ain't never stole nothing in my life Maybe candy out the store or a bag of chips Imagine this, years go by, I got a little older My best friends in group homes, I got a little colder I'm tryna make the varsity team, chill with Stacy and Shop at the mall, only Ralph Lauren they'll lace me in I had the Moncler, remember begging moms for it Walking home from school, I almost got robbed for it I took off, I can't go home without my jacket on Blue and whites harassing me but I don't know what happened to 'em Left and right I'm seeing homies get interrogated We ain't safe where we live, this America ain't it? High School they teaching me this the land of the free But everything got a price, they don't answer to me They don't answer to us, we getting tattoos They think we criminals cause we believe that cash rules Attitude a little different when you from the gutter I seen a cop talk crazy to my mother My father familiar, he told me all about 'em Told me never go around and avoid 'em, that's if you can Black intelligent man they worst nightmare They'd rather have you in prison forever, they don't fight fair Starting to think about college, I got some scholarships I just graduated, two cops pulled me over Tried to show my diploma, they ain't acknowledge it Three young black males riding in the jeep Bout to go to college, they thinking we in the street They hate got a little bit deeper, I'm getting frustrated A bunch of slick comments, I'm still a nigga Even if you got millions, they still'll get ya I played ball, I was the man on campus Little weed up in my dorm, I got ran off campus Then I got locked up, minor bid, it was short Staring at my mother crying up in court Came home, I started rapping, had to trap first Phone ringing all night, was tryna take a nap first Gang squad hopping out, narcotics watching We had the weed and the pills then we got it rocking Cameras in the projects helped us move smarter Niggas turned butch building into the new carter Pooch did a bid and came home the same nigga Bully did a bid and came home the same nigga My moms working all night, I had late dinners Went broke tryna cope a coat, that made me hate winter Focused up, got a deal, now this shit is real Every time I leave the club, they hope I got the steel We just got some weed, we just tryna chill We just tryna eat, we just tryna build They follow every car I try to ride in I'm just praying this ain't the car that I die in I guess with this hoodie on I'm a murderer I'm just tryna buy my mother some new furniture This attitude is programmed Imagine getting harassed for you whole life All day and the whole night They say prison is the new slave ship They don't understand we hustling so we can pay rent Soon as they come around it feel like your luck gone They gotta show you they power, that's why they put the cuffs on Ain't no more weed in the car sir, the blunt gone I got my hands ups, officer what's the problem? Please don't shoot me sir, I just had a daughter Look here go a"
Juice (know the ledge),Rakim and Eric B.,Racism,"Sip the juice I got enough to go around, And the thought takes place uptown I grew up on the sidewalk where I learned street talk, And then taught to hawk New York I go to Queens for queens to get the crew from Brooklyn, Make money in Manhattan and never been tooken, Go Uptown and the Bronx to boogie down, Get strong on the Island, recoup, and lay around Time to build my juice back up Props back up, suckers get smacked up Don't doubt the clout, you know what I'm about Knocking niggas off, knocking niggas out Shaking em up, waking em up Raking em up, breaking em up Standing on shaky grounds too close to the edge Let's see if I know the ledge Corners trifling cause Shorty's here I get cock d liffin' forty's of beer Here's a sip for the crew that's deceased, If I get revenge, then they rest in peace. Somebody's got to suffer, I just might spare one And give a brother a fair one Stay alert and on p's And I do work with these like Hercules, Switch to southpaw, split your right jaw 'Cause I don't like y'all, I'm hype when night fall. Smooth but I move like an army Bulletproof down in case brothers try to bomb me, Putting brothers to rest like Elliot ness 'Cause I don't like stress Streets ain't a place for innocent bystanders to stand Nutting's gonna stop the plan I'll chill like Pacino, kill like DeNiro Black Gambino, die like a hero Living on shaky grounds too close to the edge Let's see if I know the ledge Shells lay around on the battleground Dead bodies are found throughout the town Tried to put shame in my game to make a name Imma put it on a bullet, put it in your brain. Rip the block like a buckshot, Who cares where it goes, just keep the casket closed, No remorse when a life is lost I paid my dues, paid the cost And my pockets are still fat, Wherever I'm at, I get the welcome mat Even if my crew steep with one deep I attract attention, people like to peep So come say hi to the badguy Don't say goodbye, I don't plan to die 'Cause I get loose and I got troops And crazy juice! In control of many like Ayatollah Khomeini Hang out wit Smith and Wesson, don't try to play me I'm at war alot, like Anwar Sadat But no warning shot, my gun is warm alot When I cook beef, the smoke will never clear, Areas in fear but this here's a fear Living life too close to the edge Hoping that I know the ledge A brand new morn, no time to yawn Showers on, powers on Late for school, I catch the train Girls sip Cristal and whisper my name I push up like an exercise, Check the intellect and inspect the thighs Select the best one, pull her to the side Keep her occupied for the rest of the ride Read my resume she's know I'm 'ready cool Just meet me after school, We can moan and groan until your mom come home, And you be calling me Al dope Capone. Sweatin' me, she didn't want to let me loose Come get me, that's if you want to sip the juice Cause the streets await me, so I take my gun off safety Cause alot of niggas hate me Coming out of the building, they set me up Sprayed wit automatics, they wet me up In a puddle of blood, I lay close to the edge I guess I didn't know the ledge"
A Song for Assasta,Common,Racism,"In the Spirit of God In the Spirit of the Ancestors In the Spirit of the Black Panthers In the Spirit of Assata Shakur We make this movement towards freedom For all those who have been oppressed, and all those in the struggle Yeah, yo, check it There were lights and sirens, gunshots firing Cover your eyes as I describe a scene so violent Seemed like a bad dream, she laid in a blood puddle Blood bubbled in her chest, cold air brushed against open flesh No room to rest, pain consumed each breath Shot twice wit her hands up Police questioned but shot before she answered One Panther lost his life, the other ran for his Scandalous the police were as they kicked and beat her Comprehension she was beyond, tryin' to hold on To life. She thought she'd live with no arm That's what it felt like, got to the hospital, eyes held tight They moved her room to room-she could tell by the light Handcuffed tight to the bed, through her skin it bit Put guns to her head, every word she got hit ""Who shot the trooper?"" they asked her Put mace in her eyes, threatened to blast her Her mind raced till things got still Opened her eyes, realized she's next to her best friend who got killed She got chills, they told her, that's where she would be next Hurt mixed wit anger-survival was a reflex They lied and denied visits from her lawyer But she was building as they tried to destroy her If it wasn't for this German nurse they would of served her worse I read this sister's story, knew that it deserved a verse I wonder what would happen if that would of been me? All this shit so we could be free, so dig it, y'all I'm thinkin' of Assata, yes Listen to my Love, Assata, yes Your Power and Pride is beautiful May God bless your Soul It seemed like the middle of the night when the law awakened her Walkie-talkies crackling, I see 'em when they taking her Though she kinda knew, What made the ride peaceful was the trees and the sky was blue Arrived to Middle-sex Prison about six inna morning Uneasy as they pushed her to the second floor in A cell, one cot, no window, facing hell. Put in the basement of a prison wit all males And the smell of misery, seat-less toilets and centipedes She'd exercise, (paint?, ) and begin to read Two years in a hole. Her soul grew weak Away from people so long she forgot how to speak She discovered freedom is a unspoken sound And a wall is a wall and can be broken down Found peace in the Panthers she went on trial with One of the brothers she had a child with The foulness they would feed her, hopin she's lose her seed Held tight, knowing the fight would live through this seed In need of a doctor, from her stomach she's bleed Out of this situation a girl was conceived Separated from her, left to mother the Revolution And lactated to attack hate Cause federal and state was built for a Black fate Her emptiness was filled with beatings and court dates They fabricated cases, hoping one would stick And said she robbed places that didn't exist In the midst of threats on her life and being caged with Aryan whites Through dark halls of hate she carried the light I wonder what would happen if that would of been me? All of this shit so we could be free. Yeah, I often wonder what would happen if that would f been me? All of this shit so we could be free, so dig it, people I'm thinkin' of Assata, yes Listen to my Love, Assata, yes Your Power and Pride is beautiful May God bless your Soul Yo From North Carolina her grandmother would bring News that she had had a dream Her dreams always meant what they needed them to mean What made them real was the action in between She dreamt that Assata was free in they old house in Queens The fact that they always came true was the thing Assata had been convicted of a murder she couldna done Medical evidence shown she couldna shot the gun It's time for her to see the sun from the other side Time for her daughter to be by her mother's side Time for this Beautiful Woman to become soft again Time for her to breathe, and not be told how or when She untangled the chains and escaped the pain How she broke out of prison I could never explain And even to this day they try to get to her But she's free with political asylum in Cuba. I'm thinkin' of Assata, yeah Listen to my Love, Assata, yeah We're molded from the same mud, Assata We share the same Blood, Assata, yeah Your power and pride, so beautiful May God bless your soul Your power and pride, so beautiful May God bless your soul Freedom! You askin' me about freedom Asking me about freedom? I'll be honest with you I know a whole more about what freedom isn't Than about what it is, cause I've never been free I can only share my vision with you of the future About what freedom is Uh, the way I see it Freedom is, is the right to grow, is the right to blossom Freedom is is the right to be yourself, to be who you are To be who you want to be, to do what you want to do"
The Ghetto,Too Short,Racism,"Talking 'bout the ghetto Funky, funky ghetto Trying to survive Trying to stay alive The ghetto The ghetto (talking 'bout the ghetto) The ghetto (hmm) The ghetto (funky, funky ghetto) Even though the streets are bumpy, lights burned out Dope fiends die with a pipe in their mouths Old school buddies not doing it right Every day it's the same And it's the same every night I wouldn't shoot you, bro, but I'd shoot that fool If he played me close and tried to test my cool Every day I wonder just how I'll die Only thing I know is how to survive There's only one rule in the real world And that's to take care of you, only you and yours Keep dealing with the hard times day after day Might deal me some dope, but then crime don't pay Black man tried to break in my house again Thought he got off the dope doing time in the pen Even though my brothers do me just like that I get a lot of love so I'm giving it back to the ghetto The ghetto (talking 'bout the ghetto) The ghetto (funky, funky ghetto) The ghetto (trying to live our lives) The ghetto (won't ya tell 'em 'bout it, Too $hort?) So just peep the game and don't call it crap 'Cause to me, life is one hard rap Even though my sister smoked crack cocaine She was nine months pregnant, ain't nothing changed 600 million on a football team And her baby died just like a dope fiend The story I tell is so incomplete Five kids in the house, no food to eat Don't look at me and don't ask me why Mama's next door getting high Even though she's got five mouths to feed She'd rather spend her money on a H-I-T I always tell the truth about things like this I wonder if the mayor overlooked that list Instead of adding to the task force, send some help Waiting on him, I'd better help myself Housing authority and the O.P.D All these guns just to handle me in the ghetto The ghetto (people are dying) The ghetto (children are crying) The ghetto (don't have enough to eat) The ghetto (don't even have shoes on their feet) The ghetto Even though they put us down and call us animals We make real big banks and buy brand new clothes Drive fancy cars, make love to stars Never really saying just who we are We use alias names like Too $hort Sell you stuff you might kill for Young kids grow up and that's all they know Didn't teach him in school, now he's slangin' dope Only thing he knows is how to survive But will he kill another brother before he dies? In the ghetto, you keep one eye open All day long, just hoping and hoping You can pay your bills and not drink too much Then the problems of life you'll be throwing up Like me, but you don't see Ten years from now, where will you be? The ghetto (talking 'bout the ghetto) Trying to get out of the ghetto The ghetto (talking 'bout the ghetto) But I got no place to go The ghetto (talking 'bout the ghetto) Trying to survive in the heart of the ghetto The ghetto (talking 'bout the ghetto) Ha, 'cause that's the only place that I know So much game in a Too $hort rap Can't be white and whites can't be black Why you wanna act like someone else? All you gotta do is just be yourself We're all the same color underneath Short dog is in the house you'd better listen to me Never be ashamed of what you are Proud to be black, stand tall at heart Even though some people give you no respect Be intelligent, when you put 'em in check 'Cause when you're ignorant, you get treated that way And when they throw you in jail, you got nothing to say So if you don't listen, it's not my fault I'll be getting paid and you'll be paying the cost Sitting in the jailhouse, running your mouth While me and my people try to get out The ghetto (talking 'bout the ghetto) Talking 'bout the ghetto The ghetto (talking 'bout the ghetto) Funky, funky ghetto The ghetto (talking 'bout the ghetto) Trying to survive The ghetto (talking 'bout the ghetto) Trying to stay alive The ghetto (talking 'bout the ghetto) Funky, funky ghetto The ghetto (talking 'bout the ghetto) Got no place else to go The ghetto (talking 'bout the ghetto) Trying to stay alive The ghetto (talking 'bout the ghetto) Source: Musixmatch"
5th Ward,Raheem,Racism,"I'm one bad muthafucka out the Nickel If a boy think he rough enough, then tell him just step Cause other than the Nickel, I ain't seen a man rough enough To do the shit the niggas out the Nickel do, yet Like in the Nickel ain't a night without gunshots 9mm's and them Uzis ain't shit You better be prepared to shoot a gang of muthafuckas Cause them niggas out the Nickel just love to click And fuck a pussy up until a pussy can't see straight Hear straight, walk straight, do shit straight And brothers out the Ward'll kill a man with the quickness Drive through South Park, you need a jimmy jam-plate What them boys know bout 5th Ward? Huh, what them boys know bout 5th Ward? (Ghetto dope) (5th Ward) (5th Ward) (5th Ward bass) A lot of ignorant muthafuckas out of 5th Ward'll Deal with petty crime, and maybe snatch a bitch purse You're probably sayin, ""How you still livin to tell the story?"" When you live in the jungle, you learn to shoot a man first And I'm a nigga quick to shoot a nigga when his guard's down Fuck that other shit, let me regret it when I'm done Fuckin with the beat, to tell the truth, is kinda dangerous Cause ever since a kid I never really caught one I learned to shoot, let go if muthafuckas triple-crossed me Never trust a bitch and learned to juggle cocaine Keep a nigga's ass off of Liberty and Waco Cause that right there's a corner the hardrock claim Now many say that they done come up out of 5th Ward Mingled with the roughest, and the toughest, and the best If ever there's a nigga who you think ain't out of 5th Ward I'm a show you how you put his ass to a test Ask him where he from, and if he stutter, he a lyin ass Brothers out the Nickel don't forget where they from Ain't a bitch that a 5th Ward man ain't fucked Ain't a muthafuckin crime his ass ain't done Anytime you see em, that's a set of ex-convicts Who plan to go back in it anytime, it's just when A.K.-47 in the trunk with a Magnum Bitch, you better run, because your ass can't win What them boys know bout 5th Ward? Now everybody know that 5th Ward's where I come from So I'ma show a 4th Ward nigga where it'is at Anytime he ready for the war, come check me I walk by myself, and I don't look over my back Cause who and all your posse and your friends and your family Ain't never gon' be ready for the wrath of the king So you and all your dancers that you call your little lynch mob Ain't even got no business with your ass in the ring Now [name], that's my boy and I respect him like a brother Anybody try to diss him, in some deep, deep shit I'm the first muthafucka with a record out of Houston And last muthafucka you should want to fuck with At heart I'm still a Geto Boy, trigger-happy nigga With the love for 'making trouble', and the hate for a snitch Known to take your money, take your life, and take your jewelry So how you gonna play me when you look like you would bitch? What them boys know bout 5th Ward?"
Punks jump up to get beat down,Brand Nubian,Racism,"The attribute haji helper to another god in need He allah god islam As i proceed to civilize the uncivilized Word to wisdom from the groove to the wise I guess i'm like the verbalizer for the fact i'm moving blackwards This asiatic black man is a dog spelled backwards The maker, the owner, the cream of the planet earth Father of civilization, god of the universe Manifesting thought with my infinite styles Making sure this travels only 23 million miles The other six i set the crucifix Cause the heart of the problem is this: Preacher got my aunt to put money in the pan For the rest of the week now i'm eating out of soup cans He has a home, drives a caddy through town Has my old earth believing that he's coming from the ground (jesus) Slain were those who fought for what was right Slayed are those who fell victim to the bite Of drugs, controlled substances contained in a vial Set up by the devil as he looks and he smiles Good at the game of tricknology But i have knowledge of myself you're not fooling me You see, the answer to me is black unity Unification to help our bad situation I wrote this on the day of wisdom power All being born to myself I won't diss the next brother to be paid that's not my trade It's just the planet is designed by the colored man Now our babies are born to think this is the way of us (way of us) That's the way the devil wants it so it is no fuss (it is no fuss) It's just that sad old song self-destruction To stop our reproduction And put our wisdom before us (murderer) That makes it wisdom knowledge (murderer) So we need knowledge wisdom to bring forth the understanding (murderer) Culture freedom (murderer) Power refinement (murderer) Equality god build destroy born za cipher (muderer) No, not nowaday bro (Do you mean to say the devil fooled us 400 years ago?) Lack of self or traitors mating interpretations (??) Saying did we receive more gold for our labor in this nation Did we receive more gold? Nah-cipher It's time to drop the bomb and make the devil pay the piper True indeed god true indeed hajj (lack of self) x2 True indeed god true indeed Wake up wake up wake up (come on) Wake up wake up wake up (i want you to listen to me) Wake up wake up wake up (come on now) Wake up wake up wake up (bust it) The solution: knowledge of self to better ourself Cause i know myself that we can live much better than this Nothing's changed, it's just another sequel The devil's still causing trouble amongst the righteous people Drugs in our community (that ain't right) Can't even get a job (that ain't right) Poisoning our babies (that ain't right) Lying who is god (that ain't right) Now here's some food for thought Many fought for the sport And the black man still comes up short It's time to motiviate, build and elevate Blind deaf and dumb we've got to change their mindstate So i dip dip dive-a Civilize a 85er Gotta let him know the devil's a conniver This is the plan from the brotherman From the motherland now it's time to take a stand I keep to striving to do my duty to awaken To the universal family i say a salaam alakum (Reggae chatter) Yeah Now i've gotta give a shout to my brand nubian brothers Lord jamar, god allah Derrick x is on the flex Alamo is good to go Sincere, the god is in here Move on black man move on We gotta move on black man move on x3 Yeah Now i gotta give a shout out to the sd 50's Putting this in effect I'm gonna say like this before i motivate Please educate allah's children with equality"
